pmid,title,abstract,year,journal,gold
30000275,Effect of ivermectin on Onchocerca volvulus: a study of formulation stability,We investigated ivermectin in Onchocerca volvulus. The work focuses on formulation stability. Results are reported with appropriate controls.,2019,J Pharm Sci,0
30000276,Effect of praziquantel on U87MG glioblastoma cells: a study of mitochondrial depolarisation,We investigated praziquantel in U87MG glioblastoma cells. The work focuses on mitochondrial depolarisation. Results are reported with appropriate controls.,2018,PLOS ONE,0
30000277,Effect of metformin on HepG2 cells: a study of mitochondrial depolarisation,We investigated metformin in HepG2 cells. The work focuses on mitochondrial depolarisation. Results are reported with appropriate controls.,2019,J Pharm Sci,0
30000278,Effect of praziquantel on U87MG glioblastoma cells: a study of mitochondrial depolarisation,We investigated praziquantel in U87MG glioblastoma cells. The work focuses on mitochondrial depolarisation. Results are reported with appropriate controls. Previous work in HepG2 cells reported inhibition of growth.,2017,J Pharm Sci,0
30000279,Effect of selamectin on Onchocerca volvulus: a study of resistance surveillance,We investigated selamectin in Onchocerca volvulus. The work focuses on resistance surveillance. Results are reported with appropriate controls.,2026,Parasitology,0
30000280,Effect of praziquantel on Onchocerca volvulus: a study of WNT signalling inhibition,We investigated praziquantel in Onchocerca volvulus. The work focuses on WNT signalling inhibition. Results are reported with appropriate controls.,2024,Oncol Rep,0
30000281,Effect of ivermectin on HepG2 cells: a study of PAK1 downregulation,We investigated ivermectin in HepG2 cells. The work focuses on PAK1 downregulation. Results are reported with appropriate controls.,2016,Oncol Rep,1
30000282,Effect of ivermectin on Caenorhabditis elegans: a study of formulation stability,We investigated ivermectin in Caenorhabditis elegans. The work focuses on formulation stability. Results are reported with appropriate controls.,2018,Parasitology,0
30000283,Effect of niclosamide on Anopheles gambiae: a study of WNT signalling inhibition,We investigated niclosamide in Anopheles gambiae. The work focuses on WNT signalling inhibition. Results are reported with appropriate controls.,2024,Oncol Rep,0
30000284,Effect of doxycycline on Anopheles gambiae: a study of pharmacokinetics,We investigated doxycycline in Anopheles gambiae. The work focuses on pharmacokinetics. Results are reported with appropriate controls.,2016,J Pharm Sci,0
30000285,Effect of avermectin B1 on Onchocerca volvulus: a study of mitochondrial depolarisation,We investigated avermectin B1 in Onchocerca volvulus. The work focuses on mitochondrial depolarisation. Results are reported with appropriate controls.,2019,Parasitology,0
30000286,Effect of avermectin B1 on murine scabies: a study of pharmacokinetics,We investigated avermectin B1 in murine scabies. The work focuses on pharmacokinetics. Results are reported with appropriate controls.,2023,PLOS ONE,0
30000287,Effect of selamectin on Onchocerca volvulus: a study of mass drug administration,We investigated selamectin in Onchocerca volvulus. The work focuses on mass drug administration. Results are reported with appropriate controls.,2015,Parasitology,0
30000288,Effect of ivermectin on healthy volunteers: a study of pharmacokinetics,We investigated ivermectin in healthy volunteers. The work focuses on pharmacokinetics. Results are reported with appropriate controls.,2017,Parasitology,0
30000289,Effect of chloroquine on Caenorhabditis elegans: a study of mitochondrial depolarisation,We investigated chloroquine in Caenorhabditis elegans. The work focuses on mitochondrial depolarisation. Results are reported with appropriate controls.,2015,PLOS ONE,0
30000290,Effect of ivermectin on Onchocerca volvulus: a study of WNT signalling inhibition,We investigated ivermectin in Onchocerca volvulus. The work focuses on WNT signalling inhibition. Results are reported with appropriate controls.,2015,Br J Cancer,0
30000291,Effect of selamectin on murine scabies: a study of mitochondrial depolarisation,We investigated selamectin in murine scabies. The work focuses on mitochondrial depolarisation. Results are reported with appropriate controls.,2025,Br J Cancer,0
30000292,Effect of chloroquine on healthy volunteers: a study of PAK1 downregulation,We investigated chloroquine in healthy volunteers. The work focuses on PAK1 downregulation. Results are reported with appropriate controls.,2026,Oncol Rep,0
30000293,Effect of metformin on HepG2 cells: a study of pharmacokinetics,We investigated metformin in HepG2 cells. The work focuses on pharmacokinetics. Results are reported with appropriate controls.,2019,Oncol Rep,0
30000294,Effect of selamectin on Caenorhabditis elegans: a study of resistance surveillance,We investigated selamectin in Caenorhabditis elegans. The work focuses on resistance surveillance. Results are reported with appropriate controls.,2024,J Pharm Sci,0
30000295,Effect of ivermectin on healthy volunteers: a study of mitochondrial depolarisation,We investigated ivermectin in healthy volunteers. The work focuses on mitochondrial depolarisation. Results are reported with appropriate controls.,2026,Br J Cancer,0
30000296,Effect of praziquantel on Anopheles gambiae: a study of WNT signalling inhibition,We investigated praziquantel in Anopheles gambiae. The work focuses on WNT signalling inhibition. Results are reported with appropriate controls.,2025,Br J Cancer,0
30000297,Effect of moxidectin on Onchocerca volvulus: a study of mitochondrial depolarisation,We investigated moxidectin in Onchocerca volvulus. The work focuses on mitochondrial depolarisation. Results are reported with appropriate controls.,2016,Oncol Rep,0
30000298,Effect of moxidectin on Caenorhabditis elegans: a study of formulation stability,We investigated moxidectin in Caenorhabditis elegans. The work focuses on formulation stability. Results are reported with appropriate controls. Previous work in HepG2 cells reported inhibition of growth.,2017,Oncol Rep,0
30000299,Effect of niclosamide on Anopheles gambiae: a study of PAK1 downregulation,We investigated niclosamide in Anopheles gambiae. The work focuses on PAK1 downregulation. Results are reported with appropriate controls.,2019,J Pharm Sci,0
30000300,Effect of praziquantel on Anopheles gambiae: a study of protein kinase C activation,We investigated praziquantel in Anopheles gambiae. The work focuses on protein kinase C activation. Results are reported with appropriate controls.,2023,PLOS ONE,0
30000301,Effect of niclosamide on U87MG glioblastoma cells: a study of pharmacokinetics,We investigated niclosamide in U87MG glioblastoma cells. The work focuses on pharmacokinetics. Results are reported with appropriate controls.,2020,J Pharm Sci,0
30000302,Effect of avermectin B1 on Onchocerca volvulus: a study of formulation stability,We investigated avermectin B1 in Onchocerca volvulus. The work focuses on formulation stability. Results are reported with appropriate controls.,2020,PLOS ONE,0
30000303,Effect of albendazole on Caenorhabditis elegans: a study of mass drug administration,We investigated albendazole in Caenorhabditis elegans. The work focuses on mass drug administration. Results are reported with appropriate controls.,2016,Br J Cancer,0
30000304,Effect of moxidectin on healthy volunteers: a study of PAK1 downregulation,We investigated moxidectin in healthy volunteers. The work focuses on PAK1 downregulation. Results are reported with appropriate controls.,2026,J Pharm Sci,0
30000305,Effect of metformin on Caenorhabditis elegans: a study of PAK1 downregulation,We investigated metformin in Caenorhabditis elegans. The work focuses on PAK1 downregulation. Results are reported with appropriate controls. Previous work in HepG2 cells reported inhibition of growth.,2025,Br J Cancer,0
30000306,Effect of doxycycline on Huh7 hepatocellular carcinoma cells: a study of pharmacokinetics,We investigated doxycycline in Huh7 hepatocellular carcinoma cells. The work focuses on pharmacokinetics. Results are reported with appropriate controls.,2019,J Pharm Sci,0
30000307,Effect of niclosamide on Huh7 hepatocellular carcinoma cells: a study of formulation stability,We investigated niclosamide in Huh7 hepatocellular carcinoma cells. The work focuses on formulation stability. Results are reported with appropriate controls.,2022,Oncol Rep,0
30000308,Effect of selamectin on Onchocerca volvulus: a study of mitochondrial depolarisation,We investigated selamectin in Onchocerca volvulus. The work focuses on mitochondrial depolarisation. Results are reported with appropriate controls.,2021,Parasitology,0
30000309,Effect of albendazole on Caenorhabditis elegans: a study of PAK1 downregulation,We investigated albendazole in Caenorhabditis elegans. The work focuses on PAK1 downregulation. Results are reported with appropriate controls.,2016,Oncol Rep,0
30000310,Effect of albendazole on U87MG glioblastoma cells: a study of WNT signalling inhibition,We investigated albendazole in U87MG glioblastoma cells. The work focuses on WNT signalling inhibition. Results are reported with appropriate controls. Previous work in HepG2 cells reported inhibition of growth.,2016,J Pharm Sci,0
30000311,Effect of metformin on MCF-7 breast cancer cells: a study of pharmacokinetics,We investigated metformin in MCF-7 breast cancer cells. The work focuses on pharmacokinetics. Results are reported with appropriate controls.,2015,Br J Cancer,0
30000312,Effect of ivermectin on HepG2 cells: a study of pharmacokinetics,We investigated ivermectin in HepG2 cells. The work focuses on pharmacokinetics. Results are reported with appropriate controls.,2024,J Pharm Sci,0
30000313,Effect of selamectin on Onchocerca volvulus: a study of resistance surveillance,We investigated selamectin in Onchocerca volvulus. The work focuses on resistance surveillance. Results are reported with appropriate controls.,2023,Parasitology,0
30000314,Effect of ivermectin on Huh7 hepatocellular carcinoma cells: a study of autophagic flux,We investigated ivermectin in Huh7 hepatocellular carcinoma cells. The work focuses on autophagic flux. Results are reported with appropriate controls.,2021,PLOS ONE,1
30000315,Effect of albendazole on Onchocerca volvulus: a study of mitochondrial depolarisation,We investigated albendazole in Onchocerca volvulus. The work focuses on mitochondrial depolarisation. Results are reported with appropriate controls.,2021,Oncol Rep,0
30000316,Effect of selamectin on MCF-7 breast cancer cells: a study of mass drug administration,We investigated selamectin in MCF-7 breast cancer cells. The work focuses on mass drug administration. Results are reported with appropriate controls.,2021,Br J Cancer,0
30000317,Effect of albendazole on Onchocerca volvulus: a study of formulation stability,We investigated albendazole in Onchocerca volvulus. The work focuses on formulation stability. Results are reported with appropriate controls.,2019,Oncol Rep,0
30000318,Effect of albendazole on Anopheles gambiae: a study of mitochondrial depolarisation,We investigated albendazole in Anopheles gambiae. The work focuses on mitochondrial depolarisation. Results are reported with appropriate controls.,2022,Parasitology,0
30000319,Effect of albendazole on HepG2 cells: a study of resistance surveillance,We investigated albendazole in HepG2 cells. The work focuses on resistance surveillance. Results are reported with appropriate controls.,2020,Br J Cancer,0
30000320,Effect of avermectin B1 on MCF-7 breast cancer cells: a study of mitochondrial depolarisation,We investigated avermectin B1 in MCF-7 breast cancer cells. The work focuses on mitochondrial depolarisation. Results are reported with appropriate controls.,2020,Parasitology,1
30000321,Effect of moxidectin on U87MG glioblastoma cells: a study of PAK1 downregulation,We investigated moxidectin in U87MG glioblastoma cells. The work focuses on PAK1 downregulation. Results are reported with appropriate controls.,2025,PLOS ONE,1
30000322,Effect of chloroquine on healthy volunteers: a study of WNT signalling inhibition,We investigated chloroquine in healthy volunteers. The work focuses on WNT signalling inhibition. Results are reported with appropriate controls.,2025,Oncol Rep,0
30000323,Effect of doxycycline on Anopheles gambiae: a study of WNT signalling inhibition,We investigated doxycycline in Anopheles gambiae. The work focuses on WNT signalling inhibition. Results are reported with appropriate controls. Previous work in HepG2 cells reported inhibition of growth.,2019,Br J Cancer,0
30000324,Effect of albendazole on Huh7 hepatocellular carcinoma cells: a study of mitochondrial depolarisation,We investigated albendazole in Huh7 hepatocellular carcinoma cells. The work focuses on mitochondrial depolarisation. Results are reported with appropriate controls.,2021,Parasitology,0
30000325,Effect of ivermectin on murine scabies: a study of protein kinase C activation,We investigated ivermectin in murine scabies. The work focuses on protein kinase C activation. Results are reported with appropriate controls.,2023,Br J Cancer,0
30000326,Effect of metformin on MCF-7 breast cancer cells: a study of PAK1 downregulation,We investigated metformin in MCF-7 breast cancer cells. The work focuses on PAK1 downregulation. Results are reported with appropriate controls.,2021,Oncol Rep,0
30000327,Effect of avermectin B1 on Huh7 hepatocellular carcinoma cells: a study of protein kinase C activation,We investigated avermectin B1 in Huh7 hepatocellular carcinoma cells. The work focuses on protein kinase C activation. Results are reported with appropriate controls.,2022,Oncol Rep,1
30000328,Effect of avermectin B1 on Huh7 hepatocellular carcinoma cells: a study of mitochondrial depolarisation,We investigated avermectin B1 in Huh7 hepatocellular carcinoma cells. The work focuses on mitochondrial depolarisation. Results are reported with appropriate controls.,2019,J Pharm Sci,1
30000329,Effect of ivermectin on Onchocerca volvulus: a study of mitochondrial depolarisation,We investigated ivermectin in Onchocerca volvulus. The work focuses on mitochondrial depolarisation. Results are reported with appropriate controls.,2024,Parasitology,0
30000330,Effect of selamectin on healthy volunteers: a study of protein kinase C activation,We investigated selamectin in healthy volunteers. The work focuses on protein kinase C activation. Results are reported with appropriate controls.,2015,Br J Cancer,0
30000331,Effect of avermectin B1 on healthy volunteers: a study of protein kinase C activation,We investigated avermectin B1 in healthy volunteers. The work focuses on protein kinase C activation. Results are reported with appropriate controls. Previous work in HepG2 cells reported inhibition of growth.,2023,Parasitology,0
30000332,Effect of chloroquine on Anopheles gambiae: a study of pharmacokinetics,We investigated chloroquine in Anopheles gambiae. The work focuses on pharmacokinetics. Results are reported with appropriate controls.,2023,J Pharm Sci,0
30000333,Effect of ivermectin on Onchocerca volvulus: a study of mass drug administration,We investigated ivermectin in Onchocerca volvulus. The work focuses on mass drug administration. Results are reported with appropriate controls.,2025,PLOS ONE,0
30000334,Effect of albendazole on Caenorhabditis elegans: a study of mitochondrial depolarisation,We investigated albendazole in Caenorhabditis elegans. The work focuses on mitochondrial depolarisation. Results are reported with appropriate controls.,2018,Parasitology,0
30000335,Effect of moxidectin on Onchocerca volvulus: a study of WNT signalling inhibition,We investigated moxidectin in Onchocerca volvulus. The work focuses on WNT signalling inhibition. Results are reported with appropriate controls. Previous work in HepG2 cells reported inhibition of growth.,2019,Br J Cancer,0
30000336,Effect of metformin on healthy volunteers: a study of formulation stability,We investigated metformin in healthy volunteers. The work focuses on formulation stability. Results are reported with appropriate controls.,2019,Oncol Rep,0
30000337,Effect of moxidectin on Onchocerca volvulus: a study of pharmacokinetics,We investigated moxidectin in Onchocerca volvulus. The work focuses on pharmacokinetics. Results are reported with appropriate controls.,2016,Parasitology,0
30000338,Effect of selamectin on U87MG glioblastoma cells: a study of PAK1 downregulation,We investigated selamectin in U87MG glioblastoma cells. The work focuses on PAK1 downregulation. Results are reported with appropriate controls.,2017,Br J Cancer,1
30000339,Effect of albendazole on Anopheles gambiae: a study of mitochondrial depolarisation,We investigated albendazole in Anopheles gambiae. The work focuses on mitochondrial depolarisation. Results are reported with appropriate controls.,2019,PLOS ONE,0
30000340,Effect of niclosamide on HepG2 cells: a study of formulation stability,We investigated niclosamide in HepG2 cells. The work focuses on formulation stability. Results are reported with appropriate controls.,2023,PLOS ONE,0
30000341,Effect of praziquantel on HepG2 cells: a study of protein kinase C activation,We investigated praziquantel in HepG2 cells. The work focuses on protein kinase C activation. Results are reported with appropriate controls.,2017,Oncol Rep,0
30000342,Effect of chloroquine on MCF-7 breast cancer cells: a study of protein kinase C activation,We investigated chloroquine in MCF-7 breast cancer cells. The work focuses on protein kinase C activation. Results are reported with appropriate controls.,2020,Parasitology,0
30000343,Effect of moxidectin on Onchocerca volvulus: a study of resistance surveillance,We investigated moxidectin in Onchocerca volvulus. The work focuses on resistance surveillance. Results are reported with appropriate controls.,2020,Parasitology,0
30000344,Effect of selamectin on Onchocerca volvulus: a study of WNT signalling inhibition,We investigated selamectin in Onchocerca volvulus. The work focuses on WNT signalling inhibition. Results are reported with appropriate controls.,2017,Oncol Rep,0
30000345,Effect of albendazole on Anopheles gambiae: a study of resistance surveillance,We investigated albendazole in Anopheles gambiae. The work focuses on resistance surveillance. Results are reported with appropriate controls.,2020,J Pharm Sci,0
30000346,Effect of doxycycline on U87MG glioblastoma cells: a study of formulation stability,We investigated doxycycline in U87MG glioblastoma cells. The work focuses on formulation stability. Results are reported with appropriate controls. Previous work in HepG2 cells reported inhibition of growth.,2022,PLOS ONE,0
30000347,Effect of selamectin on Onchocerca volvulus: a study of resistance surveillance,We investigated selamectin in Onchocerca volvulus. The work focuses on resistance surveillance. Results are reported with appropriate controls.,2020,Br J Cancer,0
30000348,Effect of chloroquine on MCF-7 breast cancer cells: a study of WNT signalling inhibition,We investigated chloroquine in MCF-7 breast cancer cells. The work focuses on WNT signalling inhibition. Results are reported with appropriate controls.,2015,PLOS ONE,0
30000349,Effect of avermectin B1 on Onchocerca volvulus: a study of mass drug administration,We investigated avermectin B1 in Onchocerca volvulus. The work focuses on mass drug administration. Results are reported with appropriate controls.,2019,Oncol Rep,0
30000350,Effect of doxycycline on U87MG glioblastoma cells: a study of mitochondrial depolarisation,We investigated doxycycline in U87MG glioblastoma cells. The work focuses on mitochondrial depolarisation. Results are reported with appropriate controls.,2019,Oncol Rep,0
30000351,Effect of moxidectin on Huh7 hepatocellular carcinoma cells: a study of protein kinase C activation,We investigated moxidectin in Huh7 hepatocellular carcinoma cells. The work focuses on protein kinase C activation. Results are reported with appropriate controls.,2016,Parasitology,1
30000352,Effect of moxidectin on U87MG glioblastoma cells: a study of mitochondrial depolarisation,We investigated moxidectin in U87MG glioblastoma cells. The work focuses on mitochondrial depolarisation. Results are reported with appropriate controls.,2019,Oncol Rep,1
30000353,Effect of ivermectin on Caenorhabditis elegans: a study of WNT signalling inhibition,We investigated ivermectin in Caenorhabditis elegans. The work focuses on WNT signalling inhibition. Results are reported with appropriate controls.,2017,Oncol Rep,0
30000354,Effect of praziquantel on MCF-7 breast cancer cells: a study of resistance surveillance,We investigated praziquantel in MCF-7 breast cancer cells. The work focuses on resistance surveillance. Results are reported with appropriate controls.,2021,PLOS ONE,0
30000355,Effect of praziquantel on healthy volunteers: a study of formulation stability,We investigated praziquantel in healthy volunteers. The work focuses on formulation stability. Results are reported with appropriate controls. Previous work in HepG2 cells reported inhibition of growth.,2025,Br J Cancer,0
30000356,Effect of moxidectin on Huh7 hepatocellular carcinoma cells: a study of mitochondrial depolarisation,We investigated moxidectin in Huh7 hepatocellular carcinoma cells. The work focuses on mitochondrial depolarisation. Results are reported with appropriate controls.,2015,Oncol Rep,1
30000357,Effect of albendazole on Caenorhabditis elegans: a study of pharmacokinetics,We investigated albendazole in Caenorhabditis elegans. The work focuses on pharmacokinetics. Results are reported with appropriate controls.,2015,PLOS ONE,0
30000358,Effect of praziquantel on healthy volunteers: a study of protein kinase C activation,We investigated praziquantel in healthy volunteers. The work focuses on protein kinase C activation. Results are reported with appropriate controls.,2025,J Pharm Sci,0
30000359,Effect of ivermectin on MCF-7 breast cancer cells: a study of PAK1 downregulation,We investigated ivermectin in MCF-7 breast cancer cells. The work focuses on PAK1 downregulation. Results are reported with appropriate controls.,2020,Parasitology,1
30000360,Effect of niclosamide on Huh7 hepatocellular carcinoma cells: a study of pharmacokinetics,We investigated niclosamide in Huh7 hepatocellular carcinoma cells. The work focuses on pharmacokinetics. Results are reported with appropriate controls.,2020,J Pharm Sci,0
30000361,Effect of avermectin B1 on Onchocerca volvulus: a study of resistance surveillance,We investigated avermectin B1 in Onchocerca volvulus. The work focuses on resistance surveillance. Results are reported with appropriate controls.,2026,Oncol Rep,0
30000362,Effect of praziquantel on healthy volunteers: a study of protein kinase C activation,We investigated praziquantel in healthy volunteers. The work focuses on protein kinase C activation. Results are reported with appropriate controls.,2026,J Pharm Sci,0
30000363,Effect of praziquantel on HepG2 cells: a study of pharmacokinetics,We investigated praziquantel in HepG2 cells. The work focuses on pharmacokinetics. Results are reported with appropriate controls. Previous work in HepG2 cells reported inhibition of growth.,2015,PLOS ONE,0
30000364,Effect of chloroquine on Huh7 hepatocellular carcinoma cells: a study of mitochondrial depolarisation,We investigated chloroquine in Huh7 hepatocellular carcinoma cells. The work focuses on mitochondrial depolarisation. Results are reported with appropriate controls.,2018,PLOS ONE,0
30000365,Effect of avermectin B1 on Caenorhabditis elegans: a study of pharmacokinetics,We investigated avermectin B1 in Caenorhabditis elegans. The work focuses on pharmacokinetics. Results are reported with appropriate controls.,2017,J Pharm Sci,0
30000366,Effect of metformin on MCF-7 breast cancer cells: a study of mass drug administration,We investigated metformin in MCF-7 breast cancer cells. The work focuses on mass drug administration. Results are reported with appropriate controls.,2017,Oncol Rep,0
30000367,Effect of selamectin on Anopheles gambiae: a study of mass drug administration,We investigated selamectin in Anopheles gambiae. The work focuses on mass drug administration. Results are reported with appropriate controls.,2024,Parasitology,0
30000368,Effect of moxidectin on HepG2 cells: a study of PAK1 downregulation,We investigated moxidectin in HepG2 cells. The work focuses on PAK1 downregulation. Results are reported with appropriate controls.,2016,J Pharm Sci,1
30000369,Effect of moxidectin on Anopheles gambiae: a study of mass drug administration,We investigated moxidectin in Anopheles gambiae. The work focuses on mass drug administration. Results are reported with appropriate controls.,2018,PLOS ONE,0
30000370,Effect of selamectin on Anopheles gambiae: a study of mitochondrial depolarisation,We investigated selamectin in Anopheles gambiae. The work focuses on mitochondrial depolarisation. Results are reported with appropriate controls.,2023,Oncol Rep,0
30000371,Effect of doxycycline on Caenorhabditis elegans: a study of protein kinase C activation,We investigated doxycycline in Caenorhabditis elegans. The work focuses on protein kinase C activation. Results are reported with appropriate controls.,2023,PLOS ONE,0
30000372,Effect of praziquantel on Caenorhabditis elegans: a study of mitochondrial depolarisation,We investigated praziquantel in Caenorhabditis elegans. The work focuses on mitochondrial depolarisation. Results are reported with appropriate controls.,2017,Oncol Rep,0
30000373,Effect of niclosamide on murine scabies: a study of WNT signalling inhibition,We investigated niclosamide in murine scabies. The work focuses on WNT signalling inhibition. Results are reported with appropriate controls.,2017,PLOS ONE,0
30000374,Effect of selamectin on Onchocerca volvulus: a study of PAK1 downregulation,We investigated selamectin in Onchocerca volvulus. The work focuses on PAK1 downregulation. Results are reported with appropriate controls.,2016,PLOS ONE,0
30000375,Effect of praziquantel on murine scabies: a study of pharmacokinetics,We investigated praziquantel in murine scabies. The work focuses on pharmacokinetics. Results are reported with appropriate controls.,2020,J Pharm Sci,0
30000376,Effect of chloroquine on Onchocerca volvulus: a study of formulation stability,We investigated chloroquine in Onchocerca volvulus. The work focuses on formulation stability. Results are reported with appropriate controls.,2024,J Pharm Sci,0
30000377,Effect of metformin on healthy volunteers: a study of resistance surveillance,We investigated metformin in healthy volunteers. The work focuses on resistance surveillance. Results are reported with appropriate controls.,2023,PLOS ONE,0
30000378,Effect of chloroquine on HepG2 cells: a study of mass drug administration,We investigated chloroquine in HepG2 cells. The work focuses on mass drug administration. Results are reported with appropriate controls.,2015,Parasitology,0
30000379,Effect of praziquantel on Caenorhabditis elegans: a study of mass drug administration,We investigated praziquantel in Caenorhabditis elegans. The work focuses on mass drug administration. Results are reported with appropriate controls.,2016,Br J Cancer,0
30000380,Effect of niclosamide on HepG2 cells: a study of PAK1 downregulation,We investigated niclosamide in HepG2 cells. The work focuses on PAK1 downregulation. Results are reported with appropriate controls.,2021,Parasitology,0
30000381,Effect of moxidectin on healthy volunteers: a study of mass drug administration,We investigated moxidectin in healthy volunteers. The work focuses on mass drug administration. Results are reported with appropriate controls. Previous work in HepG2 cells reported inhibition of growth.,2022,Br J Cancer,0
30000382,Effect of doxycycline on Caenorhabditis elegans: a study of mitochondrial depolarisation,We investigated doxycycline in Caenorhabditis elegans. The work focuses on mitochondrial depolarisation. Results are reported with appropriate controls.,2017,J Pharm Sci,0
30000383,Effect of praziquantel on murine scabies: a study of WNT signalling inhibition,We investigated praziquantel in murine scabies. The work focuses on WNT signalling inhibition. Results are reported with appropriate controls.,2023,Br J Cancer,0
30000384,Effect of ivermectin on Huh7 hepatocellular carcinoma cells: a study of WNT signalling inhibition,We investigated ivermectin in Huh7 hepatocellular carcinoma cells. The work focuses on WNT signalling inhibition. Results are reported with appropriate controls.,2023,Br J Cancer,1
30000385,Effect of avermectin B1 on U87MG glioblastoma cells: a study of protein kinase C activation,We investigated avermectin B1 in U87MG glioblastoma cells. The work focuses on protein kinase C activation. Results are reported with appropriate controls.,2024,Br J Cancer,1
30000386,Effect of niclosamide on HepG2 cells: a study of mitochondrial depolarisation,We investigated niclosamide in HepG2 cells. The work focuses on mitochondrial depolarisation. Results are reported with appropriate controls.,2021,J Pharm Sci,0
30000387,Effect of chloroquine on Caenorhabditis elegans: a study of mass drug administration,We investigated chloroquine in Caenorhabditis elegans. The work focuses on mass drug administration. Results are reported with appropriate controls.,2024,Parasitology,0
30000388,Effect of ivermectin on murine scabies: a study of formulation stability,We investigated ivermectin in murine scabies. The work focuses on formulation stability. Results are reported with appropriate controls.,2024,J Pharm Sci,0
30000389,Effect of doxycycline on HepG2 cells: a study of protein kinase C activation,We investigated doxycycline in HepG2 cells. The work focuses on protein kinase C activation. Results are reported with appropriate controls.,2025,PLOS ONE,0
30000390,Effect of moxidectin on MCF-7 breast cancer cells: a study of apoptosis induction,We investigated moxidectin in MCF-7 breast cancer cells. The work focuses on apoptosis induction. Results are reported with appropriate controls.,2019,Parasitology,1
30000391,Effect of chloroquine on Huh7 hepatocellular carcinoma cells: a study of WNT signalling inhibition,We investigated chloroquine in Huh7 hepatocellular carcinoma cells. The work focuses on WNT signalling inhibition. Results are reported with appropriate controls.,2025,Br J Cancer,0
30000392,Effect of moxidectin on Caenorhabditis elegans: a study of pharmacokinetics,We investigated moxidectin in Caenorhabditis elegans. The work focuses on pharmacokinetics. Results are reported with appropriate controls.,2023,Parasitology,0
30000393,Effect of doxycycline on Caenorhabditis elegans: a study of pharmacokinetics,We investigated doxycycline in Caenorhabditis elegans. The work focuses on pharmacokinetics. Results are reported with appropriate controls.,2023,Oncol Rep,0
30000394,Effect of moxidectin on Huh7 hepatocellular carcinoma cells: a study of apoptosis induction,We investigated moxidectin in Huh7 hepatocellular carcinoma cells. The work focuses on apoptosis induction. Results are reported with appropriate controls.,2016,PLOS ONE,1
30000395,Effect of moxidectin on Anopheles gambiae: a study of resistance surveillance,We investigated moxidectin in Anopheles gambiae. The work focuses on resistance surveillance. Results are reported with appropriate controls.,2021,Br J Cancer,0
30000396,Effect of chloroquine on murine scabies: a study of pharmacokinetics,We investigated chloroquine in murine scabies. The work focuses on pharmacokinetics. Results are reported with appropriate controls.,2024,Br J Cancer,0
30000397,Effect of selamectin on Caenorhabditis elegans: a study of pharmacokinetics,We investigated selamectin in Caenorhabditis elegans. The work focuses on pharmacokinetics. Results are reported with appropriate controls.,2016,J Pharm Sci,0
30000398,Effect of selamectin on HepG2 cells: a study of resistance surveillance,We investigated selamectin in HepG2 cells. The work focuses on resistance surveillance. Results are reported with appropriate controls.,2020,Br J Cancer,0
30000399,Effect of moxidectin on Caenorhabditis elegans: a study of formulation stability,We investigated moxidectin in Caenorhabditis elegans. The work focuses on formulation stability. Results are reported with appropriate controls. Previous work in HepG2 cells reported inhibition of growth.,2025,Br J Cancer,0
30000400,Effect of avermectin B1 on Anopheles gambiae: a study of mitochondrial depolarisation,We investigated avermectin B1 in Anopheles gambiae. The work focuses on mitochondrial depolarisation. Results are reported with appropriate controls.,2023,Parasitology,0
30000401,Effect of selamectin on Huh7 hepatocellular carcinoma cells: a study of mass drug administration,We investigated selamectin in Huh7 hepatocellular carcinoma cells. The work focuses on mass drug administration. Results are reported with appropriate controls.,2022,Parasitology,0
30000402,Effect of chloroquine on Anopheles gambiae: a study of formulation stability,We investigated chloroquine in Anopheles gambiae. The work focuses on formulation stability. Results are reported with appropriate controls.,2022,Parasitology,0
30000403,Effect of chloroquine on U87MG glioblastoma cells: a study of WNT signalling inhibition,We investigated chloroquine in U87MG glioblastoma cells. The work focuses on WNT signalling inhibition. Results are reported with appropriate controls.,2020,Br J Cancer,0
30000404,Effect of chloroquine on Onchocerca volvulus: a study of formulation stability,We investigated chloroquine in Onchocerca volvulus. The work focuses on formulation stability. Results are reported with appropriate controls.,2024,J Pharm Sci,0
30000405,Effect of ivermectin on Caenorhabditis elegans: a study of protein kinase C activation,We investigated ivermectin in Caenorhabditis elegans. The work focuses on protein kinase C activation. Results are reported with appropriate controls.,2021,J Pharm Sci,0
30000406,Effect of chloroquine on HepG2 cells: a study of protein kinase C activation,We investigated chloroquine in HepG2 cells. The work focuses on protein kinase C activation. Results are reported with appropriate controls. Previous work in HepG2 cells reported inhibition of growth.,2018,J Pharm Sci,0
30000407,Effect of niclosamide on murine scabies: a study of PAK1 downregulation,We investigated niclosamide in murine scabies. The work focuses on PAK1 downregulation. Results are reported with appropriate controls.,2015,Br J Cancer,0
30000408,Effect of chloroquine on Onchocerca volvulus: a study of formulation stability,We investigated chloroquine in Onchocerca volvulus. The work focuses on formulation stability. Results are reported with appropriate controls.,2020,PLOS ONE,0
30000409,Effect of chloroquine on healthy volunteers: a study of WNT signalling inhibition,We investigated chloroquine in healthy volunteers. The work focuses on WNT signalling inhibition. Results are reported with appropriate controls.,2019,Parasitology,0
30000410,Effect of avermectin B1 on murine scabies: a study of formulation stability,We investigated avermectin B1 in murine scabies. The work focuses on formulation stability. Results are reported with appropriate controls. Previous work in HepG2 cells reported inhibition of growth.,2016,Parasitology,0
