gene_id,ctrl_1,ctrl_2,ctrl_3,treat_1,treat_2,treat_3
ENSG00008538,0,6,11,6,4,4
ENSG00008539,48,18,42,212,76,54
ENSG00008540,23,59,56,141,53,38
ENSG00008541,44,27,82,138,53,32
ENSG00008542,461,242,578,1106,141,467
ENSG00008543,8,27,10,30,16,7
ENSG00008544,383,269,167,2171,442,487
ENSG00008545,7,11,17,41,10,0
ENSG00008546,9,3,8,15,10,9
ENSG00008547,60,101,53,189,112,165
ENSG00008548,121,110,85,149,31,32
ENSG00008549,215,77,73,539,254,238
ENSG00008550,131,162,207,147,58,161
ENSG00008551,236,612,706,2005,511,545
ENSG00008552,58,35,33,104,33,80
ENSG00008553,0,2,3,4,2,2
ENSG00008554,109,155,177,227,131,91
ENSG00008555,57,25,37,44,11,34
ENSG00008556,38,18,31,78,49,25
ENSG00008557,21,14,17,47,3,12
ENSG00008558,144,252,132,597,149,104
ENSG00008559,85,31,74,153,68,56
ENSG00008560,899,892,820,1482,1946,934
ENSG00008561,2822,3534,5830,8155,6020,1922
ENSG00008562,41,52,93,59,12,20
ENSG00008563,61,115,89,347,75,109
ENSG00008564,140,159,125,480,256,250
ENSG00008565,62,67,63,476,88,70
ENSG00008566,18,15,36,114,34,14
ENSG00008567,27,29,25,144,36,9
ENSG00008568,11,13,14,20,10,5
ENSG00008569,51,27,89,206,66,88
ENSG00008570,129,163,260,471,272,260
ENSG00008571,240,112,226,202,157,91
ENSG00008572,63,8,45,47,66,34
ENSG00008573,227,225,382,383,274,97
ENSG00008574,64,48,128,186,65,47
ENSG00008575,27,48,32,115,40,13
ENSG00008576,30,21,24,184,59,43
ENSG00008577,4,3,5,13,0,1
ENSG00008578,141,98,573,347,214,182
ENSG00008579,63,55,75,198,22,32
ENSG00008580,46,13,67,47,19,26
ENSG00008581,160,189,352,494,226,94
ENSG00008582,44,46,54,72,26,48
ENSG00008583,3,7,7,41,7,4
ENSG00008584,80,28,104,315,126,88
ENSG00008585,6,7,13,8,6,10
ENSG00008586,325,218,385,478,242,254
ENSG00008587,27,26,23,60,15,12
ENSG00008588,1130,432,932,1894,752,1267
ENSG00008589,148,77,184,332,179,157
ENSG00008590,74,64,98,278,108,98
ENSG00008591,96,142,187,155,80,89
ENSG00008592,295,109,212,1971,501,234
ENSG00008593,1,0,7,4,3,3
ENSG00008594,404,208,521,1172,1011,979
ENSG00008595,117,68,67,51,34,45
ENSG00008596,45,51,136,340,72,32
ENSG00008597,16,8,10,25,3,7
ENSG00008598,257,319,211,259,160,104
ENSG00008599,448,280,278,713,298,633
ENSG00008600,11,8,6,21,8,5
ENSG00008601,148,109,248,117,211,89
ENSG00008602,1,6,6,7,4,0
ENSG00008603,17,23,18,73,29,17
ENSG00008604,86,106,101,186,85,150
ENSG00008605,6,11,19,53,11,10
ENSG00008606,20,22,18,76,31,28
ENSG00008607,116,95,425,468,220,157
ENSG00008608,2,5,10,4,0,3
ENSG00008609,0,1,2,8,1,2
ENSG00008610,145,252,315,375,162,125
ENSG00008611,134,149,455,588,203,167
ENSG00008612,22,24,23,109,28,11
ENSG00008613,1,3,7,14,9,1
ENSG00008614,96,106,162,195,69,47
ENSG00008615,373,168,208,1152,519,400
ENSG00008616,1,5,2,10,1,2
ENSG00008617,63,93,160,134,69,39
ENSG00008618,79,37,103,88,19,33
ENSG00008619,738,296,196,1688,537,585
ENSG00008620,51,32,29,86,19,17
ENSG00008621,651,1225,965,3862,579,599
ENSG00008622,186,468,838,1301,225,288
ENSG00008623,27,17,23,76,11,20
ENSG00008624,38,27,38,158,49,47
ENSG00008625,164,93,238,369,44,26
ENSG00008626,307,279,135,1648,817,491
ENSG00008627,66,95,149,198,44,85
ENSG00008628,128,82,266,857,209,103
ENSG00008629,556,329,191,521,347,213
ENSG00008630,31,18,35,93,13,24
ENSG00008631,63,73,70,397,225,81
ENSG00008632,8,17,7,23,25,16
ENSG00008633,108,130,267,445,278,170
ENSG00008634,12,23,15,29,13,13
ENSG00008635,45,12,6,110,24,21
ENSG00008636,124,127,201,661,196,284
ENSG00008637,36,35,44,55,28,17
ENSG00008638,293,185,331,866,300,203
ENSG00008639,8357,4476,4901,14888,5223,7746
ENSG00008640,237,95,173,407,102,71
ENSG00008641,112,54,122,1309,176,188
ENSG00008642,446,287,844,1781,118,425
ENSG00008643,7,9,3,4,5,1
ENSG00008644,26,23,47,147,55,73
ENSG00008645,23,28,42,175,23,31
ENSG00008646,3,4,4,9,7,8
ENSG00008647,32,41,27,49,42,15
ENSG00008648,70,62,93,278,106,57
ENSG00008649,6,2,8,14,5,3
ENSG00008650,35,97,120,333,67,76
ENSG00008651,44,52,69,189,97,88
ENSG00008652,77,52,84,203,80,67
ENSG00008653,234,314,197,901,360,463
ENSG00008654,0,0,1,2,2,2
ENSG00008655,242,559,192,843,185,129
ENSG00008656,20,10,4,30,6,6
ENSG00008657,26,9,28,39,24,21
ENSG00008658,204,88,229,848,158,172
ENSG00008659,11,26,36,86,43,18
ENSG00008660,240,198,135,265,92,113
ENSG00008661,49,15,55,91,80,69
ENSG00008662,81,76,95,303,80,45
ENSG00008663,32,24,10,51,40,21
ENSG00008664,70,47,48,160,128,164
ENSG00008665,26,30,26,42,16,27
ENSG00008666,238,61,201,258,131,307
ENSG00008667,69,150,74,213,84,101
ENSG00008668,5,2,5,21,10,5
ENSG00008669,223,141,198,551,304,88
ENSG00008670,469,175,394,777,224,415
ENSG00008671,31,26,31,115,48,43
ENSG00008672,48,17,25,41,108,17
ENSG00008673,12,15,23,50,21,35
ENSG00008674,33,41,47,54,13,17
ENSG00008675,48,39,36,175,59,32
ENSG00008676,47,5,75,134,37,35
ENSG00008677,7,25,25,86,30,21
ENSG00008678,34,42,51,99,35,32
ENSG00008679,101,330,346,1333,682,385
ENSG00008680,8,10,4,32,10,0
ENSG00008681,43,13,44,32,17,19
ENSG00008682,25,52,48,61,53,15
ENSG00008683,16,32,35,62,21,4
ENSG00008684,39,27,61,74,20,4
ENSG00008685,13,14,23,28,19,18
ENSG00008686,23,25,37,62,30,18
ENSG00008687,454,402,948,1828,813,279
ENSG00008688,4,10,0,5,3,1
ENSG00008689,35,17,19,28,42,9
ENSG00008690,218,294,405,1283,107,156
ENSG00008691,151,48,64,640,170,146
ENSG00008692,25,45,42,55,72,47
ENSG00008693,25,19,25,49,21,37
ENSG00008694,1,0,2,8,1,2
ENSG00008695,396,431,698,1318,298,162
ENSG00008696,17,6,25,61,20,23
ENSG00008697,194,145,126,589,216,57
ENSG00008698,52,31,45,191,47,73
ENSG00008699,23,37,61,153,78,56
ENSG00008700,47,42,78,115,22,51
ENSG00008701,14,8,6,20,10,11
ENSG00008702,161,45,90,231,118,104
ENSG00008703,11,34,22,33,24,14
ENSG00008704,80,112,88,144,14,10
ENSG00008705,18,22,23,35,19,19
ENSG00008706,737,336,869,281,374,115
ENSG00008707,761,448,373,2364,391,499
ENSG00008708,859,223,410,388,117,291
ENSG00008709,17,31,40,25,43,19
ENSG00008710,26,44,28,105,36,35
ENSG00008711,1039,934,785,1537,503,485
ENSG00008712,9,31,30,69,27,16
ENSG00008713,95,55,139,531,85,71
ENSG00008714,477,503,1251,2675,1293,893
ENSG00008715,91,40,17,98,10,18
ENSG00008716,200,280,324,1156,413,345
ENSG00008717,345,254,449,1617,279,249
ENSG00008718,533,277,344,1291,336,439
ENSG00008719,82,116,131,351,90,83
ENSG00008720,59,52,89,173,143,53
ENSG00008721,1,3,1,3,3,8
ENSG00008722,167,141,122,334,209,56
ENSG00008723,7,12,5,35,19,5
ENSG00008724,151,35,68,197,56,84
ENSG00008725,1,2,2,1,2,2
ENSG00008726,206,179,242,575,343,289
ENSG00008727,102,163,128,124,87,129
ENSG00008728,17,4,9,25,25,22
ENSG00008729,9,8,17,97,52,40
ENSG00008730,622,700,1069,831,545,650
ENSG00008731,59,23,36,107,12,23
ENSG00008732,360,449,506,6238,545,952
ENSG00008733,48,51,49,133,53,62
ENSG00008734,11,7,6,15,7,12
ENSG00008735,15,7,14,21,16,18
ENSG00008736,14,18,19,160,41,21
ENSG00008737,106,33,103,214,68,116
ENSG00008738,40,16,73,95,38,63
ENSG00008739,5,2,6,5,2,0
ENSG00008740,18,10,12,22,8,15
ENSG00008741,21,37,21,50,24,29
ENSG00008742,27,35,25,47,41,39
ENSG00008743,67,86,95,99,62,62
ENSG00008744,2161,955,2963,14977,6323,5275
ENSG00008745,16,4,21,178,73,98
ENSG00008746,305,457,578,3265,1616,898
ENSG00008747,233,76,246,161,165,62
ENSG00008748,9,9,43,38,14,14
ENSG00008749,51,33,37,77,39,43
ENSG00008750,7,12,15,21,7,7
ENSG00008751,14,12,15,16,5,4
ENSG00008752,123,140,71,289,273,180
ENSG00008753,20,6,20,38,9,12
ENSG00008754,415,374,557,2398,408,404
ENSG00008755,23,17,36,157,30,30
ENSG00008756,217,107,319,603,56,139
ENSG00008757,640,368,866,1613,762,658
ENSG00008758,1424,228,619,1464,344,1038
ENSG00008759,647,234,345,625,172,366
ENSG00008760,46,50,101,206,14,87
ENSG00008761,9,6,6,11,3,10
ENSG00008762,70,104,64,45,22,15
ENSG00008763,10,12,8,21,7,14
ENSG00008764,30,32,24,17,12,22
ENSG00008765,21,33,36,62,4,26
ENSG00008766,66,85,159,227,143,68
ENSG00008767,1566,1123,1790,3241,3017,2302
ENSG00008768,176,122,83,875,261,242
ENSG00008769,118,77,181,293,170,34
ENSG00008770,439,550,846,366,314,241
ENSG00008771,48,28,58,297,68,89
ENSG00008772,67,155,102,71,20,19
ENSG00008773,17,46,84,141,55,44
ENSG00008774,2,1,1,4,2,0
ENSG00008775,1123,480,1553,3283,783,969
ENSG00008776,553,283,320,2889,556,721
ENSG00008777,24,18,27,178,37,44
ENSG00008778,728,680,971,1032,811,300
ENSG00008779,161,281,592,591,213,172
ENSG00008780,103,57,104,178,70,50
ENSG00008781,56,21,46,42,15,9
ENSG00008782,88,85,85,210,71,37
ENSG00008783,25,53,102,102,32,49
ENSG00008784,91,84,123,456,131,247
ENSG00008785,23,23,25,63,15,12
ENSG00008786,45,34,52,35,9,21
ENSG00008787,3,1,2,6,5,2
ENSG00008788,19,28,59,79,27,52
ENSG00008789,66,71,65,320,345,232
ENSG00008790,0,0,5,20,5,1
ENSG00008791,47,18,21,112,107,27
ENSG00008792,27,23,17,14,19,9
ENSG00008793,109,36,49,63,66,94
ENSG00008794,14,22,44,200,45,38
ENSG00008795,88,190,322,485,142,295
ENSG00008796,15,14,8,14,4,5
ENSG00008797,2,6,3,13,1,6
ENSG00008798,2,5,4,7,8,8
ENSG00008799,47,79,100,173,65,69
ENSG00008800,301,132,174,1305,281,286
ENSG00008801,48,18,33,51,35,20
ENSG00008802,135,123,135,538,215,159
ENSG00008803,86,98,73,221,70,84
ENSG00008804,22,27,19,59,38,26
ENSG00008805,13,8,32,104,23,55
ENSG00008806,63,27,46,158,33,31
ENSG00008807,61,76,43,151,74,55
ENSG00008808,205,211,235,617,544,221
ENSG00008809,41,17,28,116,61,22
ENSG00008810,29,26,25,99,60,70
ENSG00008811,64,55,47,436,83,77
ENSG00008812,23,3,12,22,9,16
ENSG00008813,300,383,370,368,204,317
ENSG00008814,30,30,32,75,30,17
ENSG00008815,972,794,697,1664,465,1361
ENSG00008816,6,2,13,33,7,10
ENSG00008817,19,22,44,130,35,28
ENSG00008818,2,5,7,13,0,3
ENSG00008819,47,79,46,172,42,40
ENSG00008820,167,60,131,172,113,98
ENSG00008821,31,30,50,101,60,103
ENSG00008822,125,82,74,255,153,54
ENSG00008823,5,5,16,43,15,12
ENSG00008824,91,19,89,229,75,56
ENSG00008825,28,28,38,69,15,26
ENSG00008826,59,103,53,286,69,99
ENSG00008827,6,3,1,10,4,3
ENSG00008828,2,0,0,4,2,1
ENSG00008829,161,214,113,620,136,195
ENSG00008830,2,3,3,9,2,2
ENSG00008831,25,11,33,62,14,21
ENSG00008832,114,65,96,381,84,93
ENSG00008833,137,95,377,512,392,302
ENSG00008834,77,88,143,133,49,92
ENSG00008835,235,660,437,1153,370,561
ENSG00008836,19,15,13,15,4,13
ENSG00008837,62,19,86,256,118,88
ENSG00008838,119,92,350,471,142,102
ENSG00008839,47,36,22,73,35,22
ENSG00008840,20,45,18,67,26,11
ENSG00008841,234,239,241,966,315,188
ENSG00008842,96,133,115,694,131,153
ENSG00008843,4,8,15,9,5,6
ENSG00008844,35,45,33,91,18,46
ENSG00008845,76,21,29,118,30,19
ENSG00008846,43,22,22,299,44,26
ENSG00008847,6,12,19,11,7,13
ENSG00008848,101,82,116,415,139,170
ENSG00008849,127,198,158,1100,190,266
ENSG00008850,11,6,12,12,6,5
ENSG00008851,75,62,199,276,74,116
ENSG00008852,8,2,4,15,0,0
ENSG00008853,37,56,65,193,77,103
ENSG00008854,37,28,69,190,49,25
ENSG00008855,28,13,16,45,20,11
ENSG00008856,1166,631,1902,9562,2658,3360
ENSG00008857,6,11,2,12,11,11
ENSG00008858,24,13,12,41,23,44
ENSG00008859,65,101,56,184,33,57
ENSG00008860,11,44,31,104,29,36
ENSG00008861,39,25,24,79,26,69
ENSG00008862,8,7,16,76,21,29
ENSG00008863,32,51,36,104,16,80
ENSG00008864,5,2,10,43,2,5
ENSG00008865,561,515,561,1297,824,349
ENSG00008866,7,2,6,8,2,3
ENSG00008867,712,649,636,1018,222,338
ENSG00008868,4,3,3,20,0,1
ENSG00008869,75,58,40,228,69,35
ENSG00008870,202,156,371,320,145,79
ENSG00008871,11,5,7,21,11,3
ENSG00008872,30,27,12,60,27,26
ENSG00008873,671,570,1051,1151,955,1066
ENSG00008874,13,13,41,27,17,5
ENSG00008875,6,4,5,14,5,5
ENSG00008876,20,50,48,121,10,28
ENSG00008877,44,41,59,91,158,60
ENSG00008878,2,5,4,14,8,2
ENSG00008879,73,73,93,299,34,41
ENSG00008880,66,16,224,329,118,62
ENSG00008881,253,170,133,769,146,132
ENSG00008882,13,7,4,17,13,7
ENSG00008883,70,66,58,210,120,64
ENSG00008884,19,12,61,129,18,47
ENSG00008885,85,67,101,175,26,93
ENSG00008886,68,112,167,596,124,76
ENSG00008887,2,7,3,8,0,5
ENSG00008888,20,38,13,149,65,52
ENSG00008889,19,9,15,17,6,6
ENSG00008890,4,19,4,25,9,7
ENSG00008891,16,2,15,15,14,11
ENSG00008892,9,10,11,59,17,13
ENSG00008893,79,43,39,128,59,41
ENSG00008894,79,190,210,443,295,409
ENSG00008895,962,394,509,1155,509,152
ENSG00008896,2,3,9,22,9,8
ENSG00008897,69,96,146,481,77,203
ENSG00008898,19,13,11,21,19,31
ENSG00008899,55,25,61,156,74,95
ENSG00008900,0,0,2,1,0,2
ENSG00008901,37,24,90,99,157,60
ENSG00008902,14,18,89,125,19,20
ENSG00008903,33,26,40,90,55,17
ENSG00008904,47,21,41,94,17,30
ENSG00008905,0,2,0,1,1,2
ENSG00008906,157,67,193,275,97,134
ENSG00008907,21,69,64,72,19,29
ENSG00008908,197,352,307,464,156,99
ENSG00008909,321,182,585,778,394,176
ENSG00008910,895,987,1324,2017,837,555
ENSG00008911,815,2764,2802,2206,1420,1326
ENSG00008912,6,2,4,3,1,3
ENSG00008913,119,37,165,202,106,118
ENSG00008914,67,140,176,229,130,104
ENSG00008915,13,7,16,50,11,32
ENSG00008916,3,4,14,38,2,3
ENSG00008917,40,37,100,193,100,53
ENSG00008918,219,222,417,733,323,271
ENSG00008919,342,427,481,1109,367,566
ENSG00008920,21,30,27,47,15,24
ENSG00008921,1378,3117,1751,3280,1281,2652
ENSG00008922,749,276,322,936,464,364
ENSG00008923,43,122,76,206,63,58
ENSG00008924,19,46,26,61,21,36
ENSG00008925,57,24,29,90,32,15
ENSG00008926,421,412,637,2019,801,1371
ENSG00008927,15,28,38,106,31,19
ENSG00008928,364,497,462,1921,437,351
ENSG00008929,1632,1952,3585,3765,2065,1292
ENSG00008930,10,33,15,88,41,24
ENSG00008931,45,54,73,125,80,60
ENSG00008932,31,39,35,59,34,13
ENSG00008933,286,185,879,733,229,224
ENSG00008934,110,328,157,700,624,324
ENSG00008935,368,417,366,521,296,382
ENSG00008936,68,121,85,363,102,83
ENSG00008937,434,718,598,991,1635,345
ENSG00008938,75,54,87,174,173,117
ENSG00008939,12,19,29,48,17,9
ENSG00008940,7,6,6,276,43,42
ENSG00008941,181,118,112,419,58,97
ENSG00008942,564,343,332,835,276,220
ENSG00008943,1041,943,1278,2299,928,628
ENSG00008944,4,3,3,21,1,3
ENSG00008945,110,164,188,257,73,160
ENSG00008946,174,175,172,679,479,464
ENSG00008947,40,104,166,260,58,153
ENSG00008948,20,10,15,35,21,8
ENSG00008949,172,80,122,109,127,79
ENSG00008950,123,152,98,416,97,82
ENSG00008951,0,5,2,4,2,4
ENSG00008952,13,21,20,66,9,7
ENSG00008953,39,53,51,350,72,58
ENSG00008954,86,163,67,240,93,102
ENSG00008955,1837,1329,2050,2539,742,699
ENSG00008956,24,43,48,134,28,36
ENSG00008957,24,10,21,35,11,25
ENSG00008958,15,37,36,28,28,18
ENSG00008959,216,99,131,342,219,100
ENSG00008960,15,34,28,71,39,37
ENSG00008961,40,43,35,100,95,31
ENSG00008962,502,286,528,459,137,133
ENSG00008963,66,43,34,190,76,68
ENSG00008964,260,261,142,612,244,180
ENSG00008965,90,101,115,863,296,280
ENSG00008966,71,54,113,231,182,116
ENSG00008967,58,41,144,729,85,211
ENSG00008968,6,42,61,145,43,21
ENSG00008969,14,16,26,26,16,12
ENSG00008970,18,7,47,74,23,27
ENSG00008971,45,33,30,67,25,22
ENSG00008972,520,446,453,1411,382,182
ENSG00008973,38,20,73,66,58,54
ENSG00008974,5,3,12,10,2,2
ENSG00008975,157,110,60,371,76,83
ENSG00008976,65,76,80,178,140,43
ENSG00008977,56,50,20,261,77,73
ENSG00008978,263,383,762,1656,530,242
ENSG00008979,17,0,20,43,32,13
ENSG00008980,40,58,110,53,74,17
ENSG00008981,839,337,535,1589,343,620
ENSG00008982,3,3,7,7,3,3
ENSG00008983,195,123,172,389,101,102
ENSG00008984,4,9,8,28,11,4
ENSG00008985,66,32,29,116,58,53
ENSG00008986,33,20,82,196,88,92
ENSG00008987,497,978,260,866,460,432
ENSG00008988,68,116,74,367,122,151
ENSG00008989,98,145,372,139,244,102
ENSG00008990,833,262,480,1927,1110,905
ENSG00008991,55,87,50,462,48,76
ENSG00008992,3,2,6,5,2,0
ENSG00008993,49,45,49,64,41,22
ENSG00008994,172,150,164,327,80,120
ENSG00008995,13,16,20,56,9,12
ENSG00008996,20,31,56,89,20,28
ENSG00008997,52,82,87,94,53,50
ENSG00008998,36,68,69,189,144,93
ENSG00008999,271,445,582,2040,987,619
ENSG00009000,0,3,0,1,1,0
ENSG00009001,19,7,13,9,11,1
ENSG00009002,7,5,3,14,4,2
ENSG00009003,19,25,14,10,22,20
ENSG00009004,6,4,5,4,6,1
ENSG00009005,222,96,144,275,98,138
ENSG00009006,25,31,83,82,44,15
ENSG00009007,5,14,12,4,9,10
ENSG00009008,99,115,64,170,36,78
ENSG00009009,254,104,249,255,84,34
ENSG00009010,95,166,289,1308,199,261
ENSG00009011,258,265,253,835,300,190
ENSG00009012,279,120,293,614,48,153
ENSG00009013,37,22,26,43,30,25
ENSG00009014,226,232,223,223,81,122
ENSG00009015,136,84,227,386,73,61
ENSG00009016,228,352,261,677,312,400
ENSG00009017,1,1,2,2,1,0
ENSG00009018,1318,764,626,1960,448,603
ENSG00009019,13,7,17,12,12,7
ENSG00009020,12,16,14,11,13,10
ENSG00009021,74,70,103,152,98,35
ENSG00009022,38,44,46,237,39,69
ENSG00009023,199,107,202,513,141,251
ENSG00009024,72,90,136,144,39,21
ENSG00009025,57,37,100,188,18,33
ENSG00009026,144,48,172,324,80,98
ENSG00009027,2,1,2,8,2,3
ENSG00009028,65,75,135,328,104,75
ENSG00009029,191,296,265,861,202,223
ENSG00009030,242,483,852,1923,622,274
ENSG00009031,10,5,4,20,7,10
ENSG00009032,34,24,11,50,17,21
ENSG00009033,6,5,4,3,1,2
ENSG00009034,104,131,145,244,63,74
ENSG00009035,9,4,3,55,11,6
ENSG00009036,4,3,6,18,4,6
ENSG00009037,30,8,29,61,12,23
ENSG00009038,50,16,31,132,49,15
ENSG00009039,26,54,36,278,102,53
ENSG00009040,591,378,429,386,321,211
ENSG00009041,18,24,22,40,16,21
ENSG00009042,18,45,57,26,22,44
ENSG00009043,41,15,21,112,11,46
ENSG00009044,233,276,803,2426,809,260
ENSG00009045,36,15,13,143,7,6
ENSG00009046,236,276,441,908,526,638
ENSG00009047,132,192,184,362,196,231
ENSG00009048,91,110,93,183,35,44
ENSG00009049,13317,12201,9622,21985,6840,6094
ENSG00009050,28,51,96,324,74,38
ENSG00009051,10,13,22,10,10,18
ENSG00009052,33,15,29,51,38,24
ENSG00009053,6,10,10,33,17,18
ENSG00009054,92,86,38,133,80,29
ENSG00009055,56,49,33,71,25,26
ENSG00009056,18,13,6,12,1,1
ENSG00009057,504,204,559,1794,159,686
ENSG00009058,251,201,372,497,689,180
ENSG00009059,12,8,20,61,35,18
ENSG00009060,408,255,203,969,367,391
ENSG00009061,3,9,7,15,9,5
ENSG00009062,145,110,115,246,160,122
ENSG00009063,427,270,227,807,391,341
ENSG00009064,8,4,5,20,14,8
ENSG00009065,99,108,175,146,90,206
ENSG00009066,42,23,30,107,10,13
ENSG00009067,42,20,21,32,3,15
ENSG00009068,15,18,12,35,9,7
ENSG00009069,127,246,326,615,228,173
ENSG00009070,169,132,170,220,94,28
ENSG00009071,9,9,8,121,29,14
ENSG00009072,376,121,127,353,60,28
ENSG00009073,28,19,39,93,32,37
ENSG00009074,79,35,78,235,185,83
ENSG00009075,185,291,439,2158,672,529
ENSG00009076,66,44,31,151,12,50
ENSG00009077,137,149,502,205,59,61
ENSG00009078,18,69,36,70,20,21
ENSG00009079,4,5,5,35,6,6
ENSG00009080,203,141,157,452,143,132
ENSG00009081,1089,1125,988,2058,599,900
ENSG00009082,20,14,27,131,79,28
ENSG00009083,581,314,223,2147,1107,800
ENSG00009084,333,229,591,519,288,126
ENSG00009085,226,325,133,384,155,140
ENSG00009086,0,0,1,1,1,1
ENSG00009087,115,76,91,332,84,77
ENSG00009088,20,31,46,101,32,42
ENSG00009089,46,44,50,70,25,19
ENSG00009090,32,38,15,72,20,31
ENSG00009091,734,728,820,3885,891,2777
ENSG00009092,47,12,19,47,39,34
ENSG00009093,6,0,17,6,5,6
ENSG00009094,14,14,8,33,31,10
ENSG00009095,14,10,13,5,7,12
ENSG00009096,388,388,318,391,103,129
ENSG00009097,70,26,39,339,68,213
ENSG00009098,83,58,87,121,113,87
ENSG00009099,69,81,61,180,13,67
ENSG00009100,33,28,48,255,138,52
ENSG00009101,7,9,19,49,11,21
ENSG00009102,151,95,108,308,171,77
ENSG00009103,10,42,14,85,20,4
ENSG00009104,183,174,199,668,266,155
ENSG00009105,33,77,22,137,72,36
ENSG00009106,96,134,72,559,291,125
ENSG00009107,22,19,25,15,9,13
ENSG00009108,116,109,173,301,132,35
ENSG00009109,9,21,9,33,17,5
ENSG00009110,9,8,11,7,1,1
ENSG00009111,3,6,10,12,2,1
ENSG00009112,21,35,41,171,55,45
ENSG00009113,41,28,66,108,19,48
ENSG00009114,14,5,19,25,5,8
ENSG00009115,153,95,125,116,55,49
ENSG00009116,61,60,41,52,35,46
ENSG00009117,43,38,37,96,22,49
ENSG00009118,3855,1695,1335,6775,3834,3810
ENSG00009119,6,8,21,33,15,21
ENSG00009120,25,33,24,38,45,13
ENSG00009121,13,42,20,55,18,6
ENSG00009122,33,30,30,80,29,31
ENSG00009123,207,189,248,421,127,158
ENSG00009124,156,105,203,318,181,81
ENSG00009125,255,262,334,1347,852,325
ENSG00009126,1032,927,1005,2627,535,455
ENSG00009127,102,46,103,206,133,79
ENSG00009128,29,51,20,59,7,10
ENSG00009129,9,8,5,44,27,14
ENSG00009130,296,197,267,205,276,232
ENSG00009131,235,349,193,1419,496,353
ENSG00009132,420,309,386,6373,952,1087
ENSG00009133,41,83,36,133,32,26
ENSG00009134,3,2,2,5,9,3
ENSG00009135,6,3,6,62,7,11
ENSG00009136,2087,2411,3303,3923,3184,2213
ENSG00009137,6,1,4,7,4,6
ENSG00009138,3,12,6,6,4,4
ENSG00009139,51,48,27,183,53,81
ENSG00009140,9,9,11,31,12,20
ENSG00009141,1055,907,775,2238,599,943
ENSG00009142,10,3,10,29,6,4
ENSG00009143,221,201,174,801,286,225
ENSG00009144,4,10,8,9,4,3
ENSG00009145,46,51,207,155,53,39
ENSG00009146,28,37,46,63,28,7
ENSG00009147,4,7,12,26,5,17
ENSG00009148,104,96,94,203,84,51
ENSG00009149,169,209,151,468,136,106
ENSG00009150,4,13,8,26,15,9
ENSG00009151,200,271,412,268,178,139
ENSG00009152,184,307,314,556,183,254
ENSG00009153,70,36,65,101,44,42
ENSG00009154,53,144,211,101,96,53
ENSG00009155,35,23,42,49,47,40
ENSG00009156,103,139,139,143,204,217
ENSG00009157,32,25,26,41,32,24
ENSG00009158,69,89,33,223,119,69
ENSG00009159,11,26,66,55,10,47
ENSG00009160,35,46,102,210,25,71
ENSG00009161,161,43,170,402,216,81
ENSG00009162,359,170,383,1093,249,170
ENSG00009163,41,31,59,133,65,57
ENSG00009164,67,29,47,182,143,67
ENSG00009165,1,0,0,4,2,2
ENSG00009166,16,16,7,30,12,10
ENSG00009167,27,12,44,109,53,19
ENSG00009168,16,12,27,47,16,10
ENSG00009169,6,4,10,11,0,1
ENSG00009170,13,10,5,40,6,19
ENSG00009171,164,307,306,499,276,329
ENSG00009172,678,828,1043,4763,1959,1064
ENSG00009173,204,258,154,1852,535,404
ENSG00009174,7,16,19,60,17,9
ENSG00009175,19,30,45,68,11,35
ENSG00009176,16,12,24,47,10,9
ENSG00009177,690,1054,2255,5227,936,840
ENSG00009178,6,13,7,35,6,13
ENSG00009179,29,35,58,93,25,19
ENSG00009180,59,53,57,138,185,96
ENSG00009181,7,10,35,50,44,19
ENSG00009182,58,56,64,62,38,62
ENSG00009183,11,24,25,40,24,5
ENSG00009184,29,32,36,100,14,53
ENSG00009185,182,160,295,1015,187,457
ENSG00009186,10,8,9,22,12,3
ENSG00009187,424,257,478,1180,864,478
ENSG00009188,452,597,627,2792,596,877
ENSG00009189,182,227,186,372,250,158
ENSG00009190,417,644,681,1303,433,268
ENSG00009191,24,18,26,76,8,29
ENSG00009192,3,4,12,42,18,6
ENSG00009193,759,288,561,745,784,484
ENSG00009194,59,15,78,69,20,27
ENSG00009195,33,24,63,90,35,35
ENSG00009196,23,10,25,29,22,20
ENSG00009197,178,263,360,644,350,159
ENSG00009198,69,46,46,44,39,23
ENSG00009199,5,16,21,53,14,32
ENSG00009200,38,81,57,124,90,46
ENSG00009201,611,418,509,1715,549,450
ENSG00009202,76,65,60,145,80,18
ENSG00009203,9,5,1,32,7,1
ENSG00009204,233,301,208,649,144,144
ENSG00009205,0,0,0,6,2,0
ENSG00009206,44,19,63,60,24,29
ENSG00009207,449,633,359,1985,529,438
ENSG00009208,2,4,13,13,7,6
ENSG00009209,450,437,567,1158,193,179
ENSG00009210,27,44,47,122,33,14
ENSG00009211,1,13,4,15,18,9
ENSG00009212,317,83,261,316,211,249
ENSG00009213,24,21,9,134,22,18
ENSG00009214,40,22,32,98,17,60
ENSG00009215,61,128,122,429,38,128
ENSG00009216,21,8,9,45,21,8
ENSG00009217,1702,1868,2931,5164,412,936
ENSG00009218,4,0,0,1,1,3
ENSG00009219,131,89,114,277,105,82
ENSG00009220,72,31,115,157,93,35
ENSG00009221,41,21,29,135,50,20
ENSG00009222,24,9,38,38,17,9
ENSG00009223,11,12,11,8,20,11
ENSG00009224,30,33,37,33,15,17
ENSG00009225,3,1,1,7,5,1
